Stock Name,NSE Code,BSE Code,Stock Code,ISIN,Industry Name,sector_name,Current Price,Trendlyne Momentum Score,Trendlyne Valuation Score,is_buyable,Market Capitalization,Prev Week Trendlyne Momentum Score,Is Stock In PE Buy Zone,buy_intensity,Is Stock in PE Sell Zone,Week change %,%Days traded below current PE Price to Earnings,Month Change %,Trendlyne Durability Score,Prev Day Change %,Day change %,Revenue QoQ Growth %,Forecaster Estimates 1Y forward PEG,PEG TTM PE to Growth
Indo US Bio-Tech Ltd.,,541304,INDOUS,INE250Z01010,Other Agricultural Products,"Food, Beverages & Tobacco",136.05,36.07,43.17,7336.43,272.81,30.79,7.25,2001431.55,7.25,11.98,7.25,-0.26,85,11.59,-7.92,0.25,Export NA,0.37
Indogulf Cropsciences Ltd.,IGCL,544432,IGCL,INE05J901018,Agrochemicals,Chemicals & Petrochemicals,88.37,18.81,41.33,12888.93,558.71,18.41,,7201182.93,,-7.44,,-17.99,35,-1.51,-1.27,31.14,Export NA,
Indowind Energy Ltd.,INDOWIND,532894,INDOWIND,INE227G01018,Power - Electric Utilities,Utilities,17.93,50.6,28,226904.41,288.68,46.69,80.21,65502073.23,80.21,13.91,80.21,14.28,60,-1.13,7.56,52.12,Export NA,-1.91
Industrial & Prudential Investment Company Ltd.,,501298,INDPRUD,INE620D01011,Investment Companies,Others,5922.65,47.28,35.5,2357.08,992.52,47.4,73.11,2339446.75,73.11,-1.34,73.11,-4.41,,-2.19,1.43,-39.85,Export NA,1.01
Industrial Investment Trust Ltd.,IITL,501295,IITL,INE886A01014,Finance (including NBFCs),Banking and Finance,170.24,34.69,14.33,6095.55,383.85,34.86,,2339778.56,,-2.68,,-11.5,,-0.46,0.11,-105.29,Export NA,0.63
Infinity Infoway Ltd.,,544567,INFINITY,INE16XA01017,IT Consulting & Software,Software & Services,374,13.01,21.83,55749.13,203.94,12.12,,11369600,,7.32,,1.41,,1.04,10,,Export NA,
Infinium Pharmachem Ltd.,INFINIUM,,INFINIUM,INE0MRE01011,Pharmaceuticals,Pharmaceuticals & Biotechnology,249.65,30.9,21.67,6108.03,347.42,31.94,84.01,2122025,84.01,3.16,84.01,-0.93,,2.31,2.63,,Export NA,
Inflame Appliances Ltd.,,541083,INFLAME,INE464Z01017,Houseware,Consumer Durables,310.15,68.35,22.5,10345.75,232.33,65.17,55.95,2403662.5,55.95,12.86,55.95,26.62,,4.99,4.99,,Export NA,
Influx Healthtech Ltd.,INFLUX,,INFLUX,INE0MYZ01012,Pharmaceuticals,Pharmaceuticals & Biotechnology,233.8,38.01,23,12699.56,541.26,36.81,100,6873720,100,-1.06,100,35.73,,4.98,2.66,,Export NA,
InfoBeans Technologies Ltd.,INFOBEAN,543644,INFOBEAN,INE344S01016,IT Consulting & Software,Software & Services,603.2,64.96,45.67,8448.03,1475.15,61.61,45.67,12462112,45.67,6.89,45.67,4.47,85,3.45,-0.48,12.15,Export NA,0.29
Infollion Research Services Ltd.,INFOLLION,,INFOLLION,INE0NNZ01013,Misc. Commercial Services,Commercial Services & Supplies,380.7,38.54,25.67,13621.03,368.93,38.19,45.9,5025240,45.9,-0.86,45.9,-2.63,,0.09,-2.38,,Export NA,
Innovana Thinklabs Ltd.,INNOVANA,544302,INNOVANA,INE403Y01018,IT Software Products,Software & Services,464.4,44.66,39.17,1009.68,959.45,54.95,13.52,968738.4,13.52,-3.28,13.52,-3.67,55,-1.47,1.21,1.96,Export NA,1.05
Innovassynth Investments Ltd.,,533315,INOVSYNTH,INE690J01011,Investment Companies,Others,80.34,50.53,3.33,4278.11,224.83,40.84,,961830.48,,0.88,,-5.65,,3.53,-4.19,,Export NA,-1.91
Innovators Facade Systems Ltd.,,541353,INNOVATORS,INE870Z01015,Construction & Engineering,Cement and Construction,204,44.02,26.67,2544.02,384.9,43.03,44.84,979200,44.84,1.97,44.84,-2.88,,5.04,0.99,,Export NA,
Inspirisys Solutions Ltd.,INSPIRISYS,532774,INSPIRISYS,INE020G01017,IT Consulting & Software,Software & Services,95.34,53.6,63.83,3128.72,377.71,58.5,6.48,1181739.3,6.48,-4.16,6.48,7.26,75,0.41,-1.16,41.5,Export NA,0.05
Integra Engineering India Ltd.,,505358,INTEGRAEN,INE984B01023,Industrial Machinery,General Industrials,177.2,39.45,40.67,4445.87,610.01,42.55,38.26,2712046,38.26,-8.52,38.26,-27.36,55,-1.14,-0.31,-10.25,Export NA,1.34
Integrated Industries Ltd.,,531889,IIL,INE882B01037,Packaged Foods,FMCG,25.96,62.17,62.5,25698.14,604.45,63.62,29.98,15533243.88,29.98,-2.99,29.98,1.92,55,-3.21,-3.24,14.81,Export NA,0.16
Integrated Personnel Services Ltd.,IPSL,,IPSL,INE02EE01019,Misc. Commercial Services,Commercial Services & Supplies,289.05,49.69,22,1742.87,248.77,52.49,93.12,433575,93.12,-3.65,93.12,-0.33,,-9.39,3.23,,Export NA,
Intense Technologies Ltd.,INTENTECH,532326,INTENTECH,INE781A01025,IT Consulting & Software,Software & Services,131.15,72.89,33.67,12477.78,309.83,62.41,99.26,3866039.7,99.26,7.26,99.26,1.16,60,-0.65,1.81,9.72,Export NA,-0.71
Interiors & More Ltd.,INM,,INM,INE0OPC01015,Household Products,Consumer Durables,560,48.81,22.17,428.85,391.74,48.85,90.7,168000,90.7,-0.51,90.7,-12.36,,4.93,-0.88,,Export NA,
International Conveyors Ltd.,INTLCONV,509709,INTLCONV,INE575C01027,Other Industrial Products,General Industrials,87.25,45.14,40.17,4024.52,552.98,46.09,24.59,2225485.75,24.59,-1.63,24.59,-11.1,75,0.25,-1.12,27.75,Export NA,-0.42
International Travel House Ltd.,,500213,ITHL,INE262B01016,Travel Support Services,Diversified Consumer Services,400.95,33.2,53,1794.98,320.54,34.12,38.01,575363.25,38.01,-1.02,38.01,-14.78,75,-0.43,0.09,4.16,Export NA,2.86
Investment & Precision Castings Ltd.,,504786,INVPRECQ,INE155E01016,Castings & Forgings,General Industrials,504.9,56.56,37.17,7221,504.9,57.51,64.16,3645882.9,64.16,1.9,64.16,-3.11,65,2.17,0.34,0.28,Export NA,2.34
Ivalue Infosolutions Ltd.,IVALUE,544523,IVALUE,INE056801025,IT Consulting & Software,Software & Services,300.7,18.84,42.17,75265.36,1609.94,27.22,74.42,121173079,74.42,-5.71,74.42,19.4,55,-1.74,-1.65,44.53,Export NA,
Iware Supplychain Services Ltd.,IWARE,,IWARE,INE1AII01014,Warehousing & Logistics,Transportation,229.05,54.85,26.67,41433.37,245.45,55.44,100,10169820,100,7.51,100,35.81,,0.69,-5,,Export NA,
J G Chemicals Ltd.,JGCHEM,544138,JGCHEM,INE0MB501011,Specialty Chemicals,Chemicals & Petrochemicals,398.5,41.28,36.5,13619.11,1561.57,44.82,32.78,21267148,32.78,-2.21,32.78,-10.69,65,-1.04,-1.18,1.04,Export NA,1.84
JD Cables Ltd.,,544524,JDCABLES,INE14VP01014,Wires & Cables,Consumer Durables,197.75,25.68,12.67,31572.74,445.95,25.23,100,14079800,100,3.56,100,42.01,,4.86,0.08,,Export NA,
JITF Infralogistics Ltd.,JITFINFRA,540311,JITFINFRA,INE863T01013,Utilities:Non-Electrical,Utilities,299.15,36.9,30.33,5880.09,768.93,36.88,,4521353.1,,1.08,,-9.42,,-0.05,-0.27,-2.3,Export NA,0.19
JNK India Ltd.,JNKINDIA,544167,JNKINDIA,INE0OAF01028,Other Industrial Products,General Industrials,247.6,26.2,30.33,11215.13,1385.42,28.04,1.27,15537642.8,1.27,-9.49,1.27,-16.05,50,-1.24,-1.59,79.88,Export NA,-0.91
Jagatjit Industries Ltd.,,507155,JAGAJITIND,INE574A01016,Breweries & Distilleries,"Food, Beverages & Tobacco",162.65,41.56,11.17,4196.44,760.92,45.68,,3193144.8,,-4.38,,-18.51,25,-2.4,-1.18,-21.73,Export NA,0.01
Jagran Prakashan Ltd.,JAGRAN,532705,JAGRAN,INE199G01027,Publishing,Commercial Services & Supplies,69.97,39.61,56.67,2756.76,1522.93,35.5,22.98,4198339.94,22.98,0.13,22.98,-4.76,60,-0.07,0.09,1.59,Export NA,-1.95
Jagsonpal Pharmaceuticals Ltd.,JAGSNPHARM,507789,JAGSNPHARM,INE048B01035,Pharmaceuticals,Pharmaceuticals & Biotechnology,215.52,42.67,46.17,38621.59,1439.27,35.59,39.88,55586918.4,39.88,4.7,39.88,-0.06,65,0.19,5.79,-1.52,Export NA,0.15
